"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Logan County, CO"	"08075"	"2013"	"2013"	23	22450	102.4	64.9	153.7	21.4
	"Logan County, CO"	"08075"	"2014"	"2014"	20	22524	88.8	54.2	137.1	19.9
	"Logan County, CO"	"08075"	"2015"	"2015"	29	22036	131.6	88.1	189.0	24.4
	"Logan County, CO"	"08075"	"2016"	"2016"	39	21919	177.9	126.5	243.2	28.5
	"Mesa County, CO"	"08077"	"2010"	"2010"	164	146723	111.8	94.7	128.9	8.7
	"Mesa County, CO"	"08077"	"2011"	"2011"	158	147083	107.4	90.7	124.2	8.5
	"Mesa County, CO"	"08077"	"2012"	"2012"	165	147848	111.6	94.6	128.6	8.7
	"Mesa County, CO"	"08077"	"2013"	"2013"	165	147554	111.8	94.8	128.9	8.7
	"Mesa County, CO"	"08077"	"2014"	"2014"	208	148255	140.3	121.2	159.4	9.7
	"Mesa County, CO"	"08077"	"2015"	"2015"	158	148513	106.4	89.8	123.0	8.5
	"Mesa County, CO"	"08077"	"2016"	"2016"	167	150083	111.3	94.4	128.1	8.6
	"Moffat County, CO"	"08081"	"2010"	"2010"	18	13795	Unreliable	77.3	206.2	30.8
	"Moffat County, CO"	"08081"	"2011"	"2011"	12	13451	Unreliable	46.1	155.8	25.8
	"Moffat County, CO"	"08081"	"2012"	"2012"	17	13200	Unreliable	75.0	206.2	31.2
	"Moffat County, CO"	"08081"	"2013"	"2013"	12	13103	Unreliable	47.3	160.0	26.4
	"Moffat County, CO"	"08081"	"2014"	"2014"	16	12928	Unreliable	70.7	201.0	30.9
	"Moffat County, CO"	"08081"	"2015"	"2015"	14	12937	Unreliable	59.2	181.6	28.9
	"Moffat County, CO"	"08081"	"2016"	"2016"	18	13109	Unreliable	81.4	217.0	32.4
	"Montezuma County, CO"	"08083"	"2010"	"2010"	43	25535	168.4	121.9	226.8	25.7
	"Montezuma County, CO"	"08083"	"2011"	"2011"	41	25442	161.2	115.6	218.6	25.2
	"Montezuma County, CO"	"08083"	"2012"	"2012"	37	25431	145.5	102.4	200.5	23.9
	"Montezuma County, CO"	"08083"	"2013"	"2013"	41	25642	159.9	114.7	216.9	25.0
	"Montezuma County, CO"	"08083"	"2014"	"2014"	38	25772	147.4	104.3	202.4	23.9
	"Montezuma County, CO"	"08083"	"2015"	"2015"	26	26168	99.4	64.9	145.6	19.5
	"Montezuma County, CO"	"08083"	"2016"	"2016"	20	26999	74.1	45.2	114.4	16.6
	"Montrose County, CO"	"08085"	"2010"	"2010"	39	41276	94.5	67.2	129.2	15.1
	"Montrose County, CO"	"08085"	"2011"	"2011"	37	41011	90.2	63.5	124.4	14.8
	"Montrose County, CO"	"08085"	"2012"	"2012"	49	40725	120.3	89.0	159.1	17.2
	"Montrose County, CO"	"08085"	"2013"	"2013"	42	40713	103.2	74.3	139.4	15.9
	"Montrose County, CO"	"08085"	"2014"	"2014"	61	40873	149.2	114.2	191.7	19.1
	"Montrose County, CO"	"08085"	"2015"	"2015"	39	40946	95.2	67.7	130.2	15.3
	"Montrose County, CO"	"08085"	"2016"	"2016"	44	41471	106.1	77.1	142.4	16.0
	"Morgan County, CO"	"08087"	"2010"	"2010"	28	28159	99.4	66.1	143.7	18.8
	"Morgan County, CO"	"08087"	"2011"	"2011"	27	28175	95.8	63.2	139.4	18.4
	"Morgan County, CO"	"08087"	"2012"	"2012"	24	28472	84.3	54.0	125.4	17.2
	"Morgan County, CO"	"08087"	"2013"	"2013"	35	28404	123.2	85.8	171.4	20.8
	"Morgan County, CO"	"08087"	"2014"	"2014"	33	28328	116.5	80.2	163.6	20.3
	"Morgan County, CO"	"08087"	"2015"	"2015"	35	28360	123.4	86.0	171.6	20.9
	"Morgan County, CO"	"08087"	"2016"	"2016"	28	28274	99.0	65.8	143.1	18.7
	"Otero County, CO"	"08089"	"2010"	"2010"	42	18831	223.0	160.7	301.5	34.4
	"Otero County, CO"	"08089"	"2011"	"2011"	42	18865	222.6	160.5	300.9	34.4
	"Otero County, CO"	"08089"	"2012"	"2012"	50	18698	267.4	198.5	352.5	37.8
	"Otero County, CO"	"08089"	"2013"	"2013"	46	18703	245.9	180.1	328.1	36.3
	"Otero County, CO"	"08089"	"2014"	"2014"	42	18488	227.2	163.7	307.1	35.1
	"Otero County, CO"	"08089"	"2015"	"2015"	32	18343	174.5	119.3	246.3	30.8
	"Otero County, CO"	"08089"	"2016"	"2016"	36	18295	196.8	137.8	272.4	32.8
	"Park County, CO"	"08093"	"2014"	"2014"	10	16345	Unreliable	29.3	112.5	19.3
	"Park County, CO"	"08093"	"2016"	"2016"	12	17166	Unreliable	36.1	122.1	20.2
	"Prowers County, CO"	"08099"	"2010"	"2010"	21	12551	167.3	103.6	255.8	36.5
	"Prowers County, CO"	"08099"	"2011"	"2011"	18	12549	Unreliable	85.0	226.7	33.8
	"Prowers County, CO"	"08099"	"2012"	"2012"	22	12389	177.6	111.3	268.9	37.9
	"Prowers County, CO"	"08099"	"2013"	"2013"	20	12291	162.7	99.4	251.3	36.4
	"Prowers County, CO"	"08099"	"2014"	"2014"	15	12034	Unreliable	69.8	205.6	32.2
	"Prowers County, CO"	"08099"	"2015"	"2015"	24	11954	200.8	128.6	298.7	41.0
	"Prowers County, CO"	"08099"	"2016"	"2016"	19	11922	Unreliable	96.0	248.9	36.6
	"Pueblo County, CO"	"08101"	"2010"	"2010"	211	159063	132.7	114.8	150.6	9.1
	"Pueblo County, CO"	"08101"	"2011"	"2011"	192	160545	119.6	102.7	136.5	8.6
	"Pueblo County, CO"	"08101"	"2012"	"2012"	191	160852	118.7	101.9	135.6	8.6
	"Pueblo County, CO"	"08101"	"2013"	"2013"	201	161451	124.5	107.3	141.7	8.8
	"Pueblo County, CO"	"08101"	"2014"	"2014"	227	161875	140.2	122.0	158.5	9.3
	"Pueblo County, CO"	"08101"	"2015"	"2015"	288	163591	176.0	155.7	196.4	10.4
	"Pueblo County, CO"	"08101"	"2016"	"2016"	263	165123	159.3	140.0	178.5	9.8
	"Rio Grande County, CO"	"08105"	"2010"	"2010"	12	11982	Unreliable	51.7	174.9	28.9
	"Rio Grande County, CO"	"08105"	"2011"	"2011"	10	11956	Unreliable	40.1	153.8	26.4
	"Rio Grande County, CO"	"08105"	"2012"	"2012"	12	11943	Unreliable	51.9	175.5	29.0
	"Rio Grande County, CO"	"08105"	"2013"	"2013"	17	11803	Unreliable	83.9	230.6	34.9
	"Rio Grande County, CO"	"08105"	"2014"	"2014"	17	11607	Unreliable	85.3	234.5	35.5
	"Rio Grande County, CO"	"08105"	"2015"	"2015"	30	11543	259.9	175.4	371.0	47.5
	"Rio Grande County, CO"	"08105"	"2016"	"2016"	14	11479	Unreliable	66.7	204.6	32.6
	"Routt County, CO"	"08107"	"2013"	"2013"	13	23513	Unreliable	29.4	94.5	15.3
	"Teller County, CO"	"08119"	"2010"	"2010"	14	23350	Unreliable	32.8	100.6	16.0
	"Teller County, CO"	"08119"	"2012"	"2012"	13	23389	Unreliable	29.6	95.0	15.4
	"Teller County, CO"	"08119"	"2013"	"2013"	16	23275	Unreliable	39.3	111.6	17.2
	"Teller County, CO"	"08119"	"2014"	"2014"	11	23389	Unreliable	23.5	84.2	14.2
	"Teller County, CO"	"08119"	"2015"	"2015"	23	23385	98.4	62.3	147.6	20.5
	"Teller County, CO"	"08119"	"2016"	"2016"	18	24043	Unreliable	44.4	118.3	17.6
	"Washington County, CO"	"08121"	"2013"	"2013"	11	4803	Unreliable	114.3	409.8	69.1
	"Washington County, CO"	"08121"	"2014"	"2014"	10	4780	Unreliable	100.3	384.7	66.2
	"Weld County, CO"	"08123"	"2010"	"2010"	157	252825	62.1	52.4	71.8	5.0
	"Weld County, CO"	"08123"	"2011"	"2011"	152	258638	58.8	49.4	68.1	4.8
	"Weld County, CO"	"08123"	"2012"	"2012"	152	263691	57.6	48.5	66.8	4.7
	"Weld County, CO"	"08123"	"2013"	"2013"	180	269785	66.7	57.0	76.5	5.0
	"Weld County, CO"	"08123"	"2014"	"2014"	200	277670	72.0	62.0	82.0	5.1
	"Weld County, CO"	"08123"	"2015"	"2015"	192	285174	67.3	57.8	76.9	4.9
	"Weld County, CO"	"08123"	"2016"	"2016"	185	294932	62.7	53.7	71.8	4.6
	"Yuma County, CO"	"08125"	"2011"	"2011"	19	10100	Unreliable	113.3	293.8	43.2
	"Yuma County, CO"	"08125"	"2012"	"2012"	12	10119	Unreliable	61.3	207.2	34.2
	"Yuma County, CO"	"08125"	"2015"	"2015"	17	10146	Unreliable	97.6	268.3	40.6
	"Yuma County, CO"	"08125"	"2016"	"2016"	10	10103	Unreliable	47.5	182.0	31.3
	"Fairfield County, CT"	"09001"	"2010"	"2010"	566	916829	61.7	56.6	66.8	2.6
	"Fairfield County, CT"	"09001"	"2011"	"2011"	614	925899	66.3	61.1	71.6	2.7
	"Fairfield County, CT"	"09001"	"2012"	"2012"	615	933835	65.9	60.7	71.1	2.7
	"Fairfield County, CT"	"09001"	"2013"	"2013"	628	939904	66.8	61.6	72.0	2.7
	"Fairfield County, CT"	"09001"	"2014"	"2014"	589	945438	62.3	57.3	67.3	2.6
	"Fairfield County, CT"	"09001"	"2015"	"2015"	609	948053	64.2	59.1	69.3	2.6
	"Fairfield County, CT"	"09001"	"2016"	"2016"	637	944177	67.5	62.2	72.7	2.7
	"Hartford County, CT"	"09003"	"2010"	"2010"	675	894014	75.5	69.8	81.2	2.9
	"Hartford County, CT"	"09003"	"2011"	"2011"	842	894705	94.1	87.8	100.5	3.2
	"Hartford County, CT"	"09003"	"2012"	"2012"	766	897259	85.4	79.3	91.4	3.1
	"Hartford County, CT"	"09003"	"2013"	"2013"	750	898272	83.5	77.5	89.5	3.0
	"Hartford County, CT"	"09003"	"2014"	"2014"	796	897985	88.6	82.5	94.8	3.1
	"Hartford County, CT"	"09003"	"2015"	"2015"	789	895841	88.1	81.9	94.2	3.1
	"Hartford County, CT"	"09003"	"2016"	"2016"	769	892389	86.2	80.1	92.3	3.1
	"Litchfield County, CT"	"09005"	"2010"	"2010"	152	189927	80.0	67.3	92.8	6.5
	"Litchfield County, CT"	"09005"	"2011"	"2011"	201	188789	106.5	91.7	121.2	7.5
	"Litchfield County, CT"	"09005"	"2012"	"2012"	198	187530	105.6	90.9	120.3	7.5
	"Litchfield County, CT"	"09005"	"2013"	"2013"	190	186924	101.6	87.2	116.1	7.4
	"Litchfield County, CT"	"09005"	"2014"	"2014"	164	184993	88.7	75.1	102.2	6.9
	"Litchfield County, CT"	"09005"	"2015"	"2015"	197	183603	107.3	92.3	122.3	7.6
	"Litchfield County, CT"	"09005"	"2016"	"2016"	197	182571	107.9	92.8	123.0	7.7
	"Middlesex County, CT"	"09007"	"2010"	"2010"	138	165676	83.3	69.4	97.2	7.1
	"Middlesex County, CT"	"09007"	"2011"	"2011"	142	166043	85.5	71.5	99.6	7.2
	"Middlesex County, CT"	"09007"	"2012"	"2012"	111	165602	67.0	54.6	79.5	6.4
	"Middlesex County, CT"	"09007"	"2013"	"2013"	151	165562	91.2	76.7	105.8	7.4
	"Middlesex County, CT"	"09007"	"2014"	"2014"	121	164943	73.4	60.3	86.4	6.7
	"Middlesex County, CT"	"09007"	"2015"	"2015"	138	164063	84.1	70.1	98.1	7.2
	"Middlesex County, CT"	"09007"	"2016"	"2016"	134	163329	82.0	68.2	95.9	7.1
	"New Haven County, CT"	"09009"	"2010"	"2010"	662	862477	76.8	70.9	82.6	3.0
	"New Haven County, CT"	"09009"	"2011"	"2011"	757	861113	87.9	81.6	94.2	3.2
	"New Haven County, CT"	"09009"	"2012"	"2012"	701	862813	81.2	75.2	87.3	3.1
	"New Haven County, CT"	"09009"	"2013"	"2013"	724	862287	84.0	77.8	90.1	3.1
	"New Haven County, CT"	"09009"	"2014"	"2014"	800	861277	92.9	86.4	99.3	3.3
	"New Haven County, CT"	"09009"	"2015"	"2015"	755	859470	87.8	81.6	94.1	3.2
	"New Haven County, CT"	"09009"	"2016"	"2016"	689	856875	80.4	74.4	86.4	3.1
	"New London County, CT"	"09011"	"2010"	"2010"	213	274055	77.7	67.3	88.2	5.3
	"New London County, CT"	"09011"	"2011"	"2011"	249	273502	91.0	79.7	102.3	5.8
	"New London County, CT"	"09011"	"2012"	"2012"	268	274170	97.7	86.0	109.5	6.0
	"New London County, CT"	"09011"	"2013"	"2013"	251	274150	91.6	80.2	102.9	5.8
	"New London County, CT"	"09011"	"2014"	"2014"	276	273676	100.8	89.0	112.7	6.1
	"New London County, CT"	"09011"	"2015"	"2015"	281	271863	103.4	91.3	115.4	6.2
	"New London County, CT"	"09011"	"2016"	"2016"	255	269801	94.5	82.9	106.1	5.9
	"Tolland County, CT"	"09013"	"2010"	"2010"	83	152691	54.4	43.3	67.4	6.0
	"Tolland County, CT"	"09013"	"2011"	"2011"	98	152507	64.3	52.2	78.3	6.5
	"Tolland County, CT"	"09013"	"2012"	"2012"	91	151539	60.1	48.3	73.7	6.3
	"Tolland County, CT"	"09013"	"2013"	"2013"	102	151377	67.4	54.3	80.5	6.7
	"Tolland County, CT"	"09013"	"2014"	"2014"	94	151367	62.1	50.2	76.0	6.4
	"Tolland County, CT"	"09013"	"2015"	"2015"	116	151420	76.6	62.7	90.5	7.1
	"Tolland County, CT"	"09013"	"2016"	"2016"	107	151118	70.8	57.4	84.2	6.8
	"Windham County, CT"	"09015"	"2010"	"2010"	98	118428	82.8	67.2	100.8	8.4
	"Windham County, CT"	"09015"	"2011"	"2011"	106	118151	89.7	72.6	106.8	8.7
	"Windham County, CT"	"09015"	"2012"	"2012"	102	117599	86.7	69.9	103.6	8.6
	"Windham County, CT"	"09015"	"2013"	"2013"	112	117604	95.2	77.6	112.9	9.0
	"Windham County, CT"	"09015"	"2014"	"2014"	115	116998	98.3	80.3	116.3	9.2
	"Windham County, CT"	"09015"	"2015"	"2015"	96	116573	82.4	66.7	100.6	8.4
	"Windham County, CT"	"09015"	"2016"	"2016"	99	116192	85.2	69.2	103.7	8.6
	"Kent County, DE"	"10001"	"2010"	"2010"	131	162310	80.7	66.9	94.5	7.1
	"Kent County, DE"	"10001"	"2011"	"2011"	136	164834	82.5	68.6	96.4	7.1
	"Kent County, DE"	"10001"	"2012"	"2012"	141	167626	84.1	70.2	98.0	7.1
	"Kent County, DE"	"10001"	"2013"	"2013"	127	169416	75.0	61.9	88.0	6.7
	"Kent County, DE"	"10001"	"2014"	"2014"	156	171987	90.7	76.5	104.9	7.3
	"Kent County, DE"	"10001"	"2015"	"2015"	156	173533	89.9	75.8	104.0	7.2
	"Kent County, DE"	"10001"	"2016"	"2016"	170	174827	97.2	82.6	111.9	7.5
	"New Castle County, DE"	"10003"	"2010"	"2010"	374	538479	69.5	62.4	76.5	3.6
	"New Castle County, DE"	"10003"	"2011"	"2011"	432	541971	79.7	72.2	87.2	3.8
	"New Castle County, DE"	"10003"	"2012"	"2012"	365	546076	66.8	60.0	73.7	3.5
	"New Castle County, DE"	"10003"	"2013"	"2013"	404	549684	73.5	66.3	80.7	3.7
	"New Castle County, DE"	"10003"	"2014"	"2014"	409	552778	74.0	66.8	81.2	3.7
	"New Castle County, DE"	"10003"	"2015"	"2015"	471	556779	84.6	77.0	92.2	3.9
	"New Castle County, DE"	"10003"	"2016"	"2016"	429	556987	77.0	69.7	84.3	3.7
	"Sussex County, DE"	"10005"	"2010"	"2010"	207	197145	105.0	90.7	119.3	7.3
	"Sussex County, DE"	"10005"	"2011"	"2011"	195	200330	97.3	83.7	111.0	7.0
	"Sussex County, DE"	"10005"	"2012"	"2012"	188	203390	92.4	79.2	105.6	6.7
	"Sussex County, DE"	"10005"	"2013"	"2013"	251	206649	121.5	106.4	136.5	7.7
	"Sussex County, DE"	"10005"	"2014"	"2014"	226	210849	107.2	93.2	121.2	7.1
	"Sussex County, DE"	"10005"	"2015"	"2015"	245	215622	113.6	99.4	127.9	7.3
	"Sussex County, DE"	"10005"	"2016"	"2016"	269	220251	122.1	107.5	136.7	7.4
	"District of Columbia, DC"	"11001"	"2010"	"2010"	302	601723	50.2	44.5	55.8	2.9
	"District of Columbia, DC"	"11001"	"2011"	"2011"	310	617996	50.2	44.6	55.7	2.8
	"District of Columbia, DC"	"11001"	"2012"	"2012"	271	632323	42.9	37.8	48.0	2.6
	"District of Columbia, DC"	"11001"	"2013"	"2013"	309	646449	47.8	42.5	53.1	2.7
	"District of Columbia, DC"	"11001"	"2014"	"2014"	284	658893	43.1	38.1	48.1	2.6
	"District of Columbia, DC"	"11001"	"2015"	"2015"	342	672228	50.9	45.5	56.3	2.8
	"District of Columbia, DC"	"11001"	"2016"	"2016"	300	681170	44.0	39.1	49.0	2.5
	"Alachua County, FL"	"12001"	"2010"	"2010"	123	247336	49.7	40.9	58.5	4.5
	"Alachua County, FL"	"12001"	"2011"	"2011"	131	249365	52.5	43.5	61.5	4.6
	"Alachua County, FL"	"12001"	"2012"	"2012"	138	251417	54.9	45.7	64.0	4.7
	"Alachua County, FL"	"12001"	"2013"	"2013"	138	253451	54.4	45.4	63.5	4.6
	"Alachua County, FL"	"12001"	"2014"	"2014"	152	256380	59.3	49.9	68.7	4.8
	"Alachua County, FL"	"12001"	"2015"	"2015"	129	259964	49.6	41.1	58.2	4.4
	"Alachua County, FL"	"12001"	"2016"	"2016"	166	263496	63.0	53.4	72.6	4.9
	"Baker County, FL"	"12003"	"2010"	"2010"	27	27115	99.6	65.6	144.9	19.2
	"Baker County, FL"	"12003"	"2011"	"2011"	24	27154	88.4	56.6	131.5	18.0
	"Baker County, FL"	"12003"	"2012"	"2012"	27	27086	99.7	65.7	145.0	19.2
	"Baker County, FL"	"12003"	"2013"	"2013"	29	27013	107.4	71.9	154.2	19.9
	"Baker County, FL"	"12003"	"2014"	"2014"	25	27093	92.3	59.7	136.2	18.5
	"Baker County, FL"	"12003"	"2015"	"2015"	33	27420	120.4	82.8	169.0	21.0
	"Baker County, FL"	"12003"	"2016"	"2016"	35	27937	125.3	87.3	174.2	21.2
	"Bay County, FL"	"12005"	"2010"	"2010"	192	168852	113.7	97.6	129.8	8.2
	"Bay County, FL"	"12005"	"2011"	"2011"	158	169856	93.0	78.5	107.5	7.4
	"Bay County, FL"	"12005"	"2012"	"2012"	186	171903	108.2	92.7	123.8	7.9
	"Bay County, FL"	"12005"	"2013"	"2013"	203	174987	116.0	100.0	132.0	8.1
	"Bay County, FL"	"12005"	"2014"	"2014"	216	178985	120.7	104.6	136.8	8.2
	"Bay County, FL"	"12005"	"2015"	"2015"	238	181635	131.0	114.4	147.7	8.5
	"Bay County, FL"	"12005"	"2016"	"2016"	252	183974	137.0	120.1	153.9	8.6
	"Bradford County, FL"	"12007"	"2010"	"2010"	35	28520	122.7	85.5	170.7	20.7
	"Bradford County, FL"	"12007"	"2011"	"2011"	20	28255	70.8	43.2	109.3	15.8
	"Bradford County, FL"	"12007"	"2012"	"2012"	28	27049	103.5	68.8	149.6	19.6
	"Bradford County, FL"	"12007"	"2013"	"2013"	29	26850	108.0	72.3	155.1	20.1
	"Bradford County, FL"	"12007"	"2014"	"2014"	36	26702	134.8	94.4	186.6	22.5
	"Bradford County, FL"	"12007"	"2015"	"2015"	27	26928	100.3	66.1	145.9	19.3
	"Bradford County, FL"	"12007"	"2016"	"2016"	32	26926	118.8	81.3	167.8	21.0
	"Brevard County, FL"	"12009"	"2010"	"2010"	573	543376	105.5	96.8	114.1	4.4
	"Brevard County, FL"	"12009"	"2011"	"2011"	632	543566	116.3	107.2	125.3	4.6
	"Brevard County, FL"	"12009"	"2012"	"2012"	591	547307	108.0	99.3	116.7	4.4
	"Brevard County, FL"	"12009"	"2013"	"2013"	679	550823	123.3	114.0	132.5	4.7
	"Brevard County, FL"	"12009"	"2014"	"2014"	732	556885	131.4	121.9	141.0	4.9
	"Brevard County, FL"	"12009"	"2015"	"2015"	667	568088	117.4	108.5	126.3	4.5
	"Brevard County, FL"	"12009"	"2016"	"2016"	744	579130	128.5	119.2	137.7	4.7
	"Broward County, FL"	"12011"	"2010"	"2010"	1152	1748066	65.9	62.1	69.7	1.9
	"Broward County, FL"	"12011"	"2011"	"2011"	1164	1780172	65.4	61.6	69.1	1.9
	"Broward County, FL"	"12011"	"2012"	"2012"	1110	1815137	61.2	57.6	64.7	1.8
	"Broward County, FL"	"12011"	"2013"	"2013"	1147	1838844	62.4	58.8	66.0	1.8
	"Broward County, FL"	"12011"	"2014"	"2014"	1178	1869235	63.0	59.4	66.6	1.8
	"Broward County, FL"	"12011"	"2015"	"2015"	1144	1896425	60.3	56.8	63.8	1.8
	"Broward County, FL"	"12011"	"2016"	"2016"	1173	1909632	61.4	57.9	64.9	1.8
	"Calhoun County, FL"	"12013"	"2010"	"2010"	21	14625	143.6	88.9	219.5	31.3
	"Calhoun County, FL"	"12013"	"2011"	"2011"	24	14750	162.7	104.3	242.1	33.2
	"Calhoun County, FL"	"12013"	"2012"	"2012"	21	14723	142.6	88.3	218.0	31.1
	"Calhoun County, FL"	"12013"	"2013"	"2013"	21	14682	143.0	88.5	218.6	31.2
	"Calhoun County, FL"	"12013"	"2014"	"2014"	22	14532	151.4	94.9	229.2	32.3
	"Calhoun County, FL"	"12013"	"2015"	"2015"	20	14462	138.3	84.5	213.6	30.9
	"Calhoun County, FL"	"12013"	"2016"	"2016"	31	14423	214.9	146.0	305.1	38.6
	"Charlotte County, FL"	"12015"	"2010"	"2010"	213	159978	133.1	115.3	151.0	9.1
	"Charlotte County, FL"	"12015"	"2011"	"2011"	272	160511	169.5	149.3	189.6	10.3
	"Charlotte County, FL"	"12015"	"2012"	"2012"	261	162449	160.7	141.2	180.2	9.9
	"Charlotte County, FL"	"12015"	"2013"	"2013"	297	164736	180.3	159.8	200.8	10.5
	"Charlotte County, FL"	"12015"	"2014"	"2014"	270	168474	160.3	141.1	179.4	9.8
	"Charlotte County, FL"	"12015"	"2015"	"2015"	305	173115	176.2	156.4	196.0	10.1
	"Charlotte County, FL"	"12015"	"2016"	"2016"	291	178465	163.1	144.3	181.8	9.6
	"Citrus County, FL"	"12017"	"2010"	"2010"	221	141236	156.5	135.8	177.1	10.5
	"Citrus County, FL"	"12017"	"2011"	"2011"	250	140031	178.5	156.4	200.7	11.3
	"Citrus County, FL"	"12017"	"2012"	"2012"	258	139360	185.1	162.5	207.7	11.5
	"Citrus County, FL"	"12017"	"2013"	"2013"	295	139271	211.8	187.6	236.0	12.3
	"Citrus County, FL"	"12017"	"2014"	"2014"	292	139377	209.5	185.5	233.5	12.3
	"Citrus County, FL"	"12017"	"2015"	"2015"	298	141058	211.3	187.3	235.2	12.2
	"Citrus County, FL"	"12017"	"2016"	"2016"	281	143621	195.7	172.8	218.5	11.7
	"Clay County, FL"	"12019"	"2010"	"2010"	148	190865	77.5	65.0	90.0	6.4
	"Clay County, FL"	"12019"	"2011"	"2011"	172	192370	89.4	76.0	102.8	6.8
	"Clay County, FL"	"12019"	"2012"	"2012"	170	194345	87.5	74.3	100.6	6.7
	"Clay County, FL"	"12019"	"2013"	"2013"	192	196399	97.8	83.9	111.6	7.1
	"Clay County, FL"	"12019"	"2014"	"2014"	150	199798	75.1	63.1	87.1	6.1
	"Clay County, FL"	"12019"	"2015"	"2015"	153	203967	75.0	63.1	86.9	6.1
	"Clay County, FL"	"12019"	"2016"	"2016"	194	208311	93.1	80.0	106.2	6.7
	"Collier County, FL"	"12021"	"2010"	"2010"	270	321520	84.0	74.0	94.0	5.1
	"Collier County, FL"	"12021"	"2011"	"2011"	283	328134	86.2	76.2	96.3	5.1
	"Collier County, FL"	"12021"	"2012"	"2012"	228	332427	68.6	59.7	77.5	4.5
	"Collier County, FL"	"12021"	"2013"	"2013"	260	339642	76.6	67.2	85.9	4.7
	"Collier County, FL"	"12021"	"2014"	"2014"	272	348777	78.0	68.7	87.3	4.7
	"Collier County, FL"	"12021"	"2015"	"2015"	270	357305	75.6	66.6	84.6	4.6
	"Collier County, FL"	"12021"	"2016"	"2016"	267	365136	73.1	64.4	81.9	4.5
	"Columbia County, FL"	"12023"	"2010"	"2010"	83	67531	122.9	97.9	152.4	13.5
	"Columbia County, FL"	"12023"	"2011"	"2011"	77	67485	114.1	90.0	142.6	13.0
	"Columbia County, FL"	"12023"	"2012"	"2012"	79	67966	116.2	92.0	144.9	13.1
	"Columbia County, FL"	"12023"	"2013"	"2013"	98	67543	145.1	117.8	176.8	14.7
	"Columbia County, FL"	"12023"	"2014"	"2014"	80	67857	117.9	93.5	146.7	13.2
	"Columbia County, FL"	"12023"	"2015"	"2015"	75	68348	109.7	86.3	137.6	12.7
	"Columbia County, FL"	"12023"	"2016"	"2016"	84	69299	121.2	96.7	150.1	13.2
	"DeSoto County, FL"	"12027"	"2010"	"2010"	24	34862	68.8	44.1	102.4	14.1
	"DeSoto County, FL"	"12027"	"2011"	"2011"	33	34894	94.6	65.1	132.8	16.5
	"DeSoto County, FL"	"12027"	"2012"	"2012"	32	34712	92.2	63.1	130.1	16.3
	"DeSoto County, FL"	"12027"	"2013"	"2013"	35	34517	101.4	70.6	141.0	17.1
	"DeSoto County, FL"	"12027"	"2014"	"2014"	27	35012	77.1	50.8	112.2	14.8
	"DeSoto County, FL"	"12027"	"2015"	"2015"	31	35458	87.4	59.4	124.1	15.7
	"DeSoto County, FL"	"12027"	"2016"	"2016"	43	35800	120.1	86.9	161.8	18.3
	"Dixie County, FL"	"12029"	"2010"	"2010"	18	16422	Unreliable	65.0	173.2	25.8
	"Dixie County, FL"	"12029"	"2011"	"2011"	19	16486	Unreliable	69.4	180.0	26.4
	"Dixie County, FL"	"12029"	"2012"	"2012"	23	16126	142.6	90.4	214.0	29.7
	"Dixie County, FL"	"12029"	"2013"	"2013"	22	15940	138.0	86.5	209.0	29.4
	"Dixie County, FL"	"12029"	"2014"	"2014"	29	15907	182.3	122.1	261.8	33.9
	"Dixie County, FL"	"12029"	"2015"	"2015"	31	16203	191.3	130.0	271.6	34.4
	"Dixie County, FL"	"12029"	"2016"	"2016"	25	16300	153.4	99.3	226.4	30.7
	"Duval County, FL"	"12031"	"2010"	"2010"	713	864263	82.5	76.4	88.6	3.1
	"Duval County, FL"	"12031"	"2011"	"2011"	688	870709	79.0	73.1	84.9	3.0
	"Duval County, FL"	"12031"	"2012"	"2012"	734	879602	83.4	77.4	89.5	3.1
	"Duval County, FL"	"12031"	"2013"	"2013"	801	885855	90.4	84.2	96.7	3.2
	"Duval County, FL"	"12031"	"2014"	"2014"	698	897698	77.8	72.0	83.5	2.9
	"Duval County, FL"	"12031"	"2015"	"2015"	770	913010	84.3	78.4	90.3	3.0
	"Duval County, FL"	"12031"	"2016"	"2016"	750	926255	81.0	75.2	86.8	3.0
	"Escambia County, FL"	"12033"	"2010"	"2010"	310	297619	104.2	92.6	115.8	5.9
	"Escambia County, FL"	"12033"	"2011"	"2011"	307	299114	102.6	91.2	114.1	5.9
	"Escambia County, FL"	"12033"	"2012"	"2012"	284	302715	93.8	82.9	104.7	5.6
	"Escambia County, FL"	"12033"	"2013"	"2013"	331	305817	108.2	96.6	119.9	5.9
	"Escambia County, FL"	"12033"	"2014"	"2014"	306	310659	98.5	87.5	109.5	5.6
	"Escambia County, FL"	"12033"	"2015"	"2015"	387	311003	124.4	112.0	136.8	6.3
	"Escambia County, FL"	"12033"	"2016"	"2016"	306	315187	97.1	86.2	108.0	5.5
	"Flagler County, FL"	"12035"	"2010"	"2010"	100	95696	104.5	84.0	125.0	10.4
	"Flagler County, FL"	"12035"	"2011"	"2011"	79	97376	81.1	64.2	101.1	9.1
	"Flagler County, FL"	"12035"	"2012"	"2012"	107	98359	108.8	88.2	129.4	10.5
