"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Idaho"	"16"	"2016"	"2016"	"55-64 years"	"55-64"	20	135819	14.7	3.3
	"Idaho"	"16"	"2016"	"2016"	"65-74 years"	"65-74"	13	98925	Unreliable	3.6
	"Illinois"	"17"	"2009"	"2009"	"1-4 years"	"1-4"	15	604319	Unreliable	0.6
	"Illinois"	"17"	"2009"	"2009"	"5-14 years"	"5-14"	16	1552362	Unreliable	0.3
	"Illinois"	"17"	"2009"	"2009"	"15-24 years"	"15-24"	177	1601953	11.0	0.8
	"Illinois"	"17"	"2009"	"2009"	"25-34 years"	"25-34"	161	1596554	10.1	0.8
	"Illinois"	"17"	"2009"	"2009"	"35-44 years"	"35-44"	130	1559795	8.3	0.7
	"Illinois"	"17"	"2009"	"2009"	"45-54 years"	"45-54"	119	1640400	7.3	0.7
	"Illinois"	"17"	"2009"	"2009"	"55-64 years"	"55-64"	98	1234583	7.9	0.8
	"Illinois"	"17"	"2009"	"2009"	"65-74 years"	"65-74"	56	702314	8.0	1.1
	"Illinois"	"17"	"2009"	"2009"	"75-84 years"	"75-84"	70	437155	16.0	1.9
	"Illinois"	"17"	"2009"	"2009"	"85+ years"	"85+"	37	190187	19.5	3.2
	"Illinois"	"17"	"2010"	"2010"	"5-14 years"	"5-14"	23	1550907	1.5	0.3
	"Illinois"	"17"	"2010"	"2010"	"15-24 years"	"15-24"	195	1599132	12.2	0.9
	"Illinois"	"17"	"2010"	"2010"	"25-34 years"	"25-34"	155	1601074	9.7	0.8
	"Illinois"	"17"	"2010"	"2010"	"35-44 years"	"35-44"	99	1542499	6.4	0.6
	"Illinois"	"17"	"2010"	"2010"	"45-54 years"	"45-54"	127	1640857	7.7	0.7
	"Illinois"	"17"	"2010"	"2010"	"55-64 years"	"55-64"	93	1274486	7.3	0.8
	"Illinois"	"17"	"2010"	"2010"	"65-74 years"	"65-74"	65	714847	9.1	1.1
	"Illinois"	"17"	"2010"	"2010"	"75-84 years"	"75-84"	48	437147	11.0	1.6
	"Illinois"	"17"	"2010"	"2010"	"85+ years"	"85+"	34	193588	17.6	3.0
	"Illinois"	"17"	"2011"	"2011"	"1-4 years"	"1-4"	11	593060	Unreliable	0.6
	"Illinois"	"17"	"2011"	"2011"	"5-14 years"	"5-14"	20	1539539	1.3	0.3
	"Illinois"	"17"	"2011"	"2011"	"15-24 years"	"15-24"	176	1594106	11.0	0.8
	"Illinois"	"17"	"2011"	"2011"	"25-34 years"	"25-34"	138	1612093	8.6	0.7
	"Illinois"	"17"	"2011"	"2011"	"35-44 years"	"35-44"	117	1524954	7.7	0.7
	"Illinois"	"17"	"2011"	"2011"	"45-54 years"	"45-54"	131	1626369	8.1	0.7
	"Illinois"	"17"	"2011"	"2011"	"55-64 years"	"55-64"	88	1331656	6.6	0.7
	"Illinois"	"17"	"2011"	"2011"	"65-74 years"	"65-74"	80	736907	10.9	1.2
	"Illinois"	"17"	"2011"	"2011"	"75-84 years"	"75-84"	64	437573	14.6	1.8
	"Illinois"	"17"	"2011"	"2011"	"85+ years"	"85+"	26	200972	12.9	2.5
	"Illinois"	"17"	"2012"	"2012"	"5-14 years"	"5-14"	23	1528999	1.5	0.3
	"Illinois"	"17"	"2012"	"2012"	"15-24 years"	"15-24"	183	1590291	11.5	0.9
	"Illinois"	"17"	"2012"	"2012"	"25-34 years"	"25-34"	170	1610902	10.6	0.8
	"Illinois"	"17"	"2012"	"2012"	"35-44 years"	"35-44"	110	1517459	7.2	0.7
	"Illinois"	"17"	"2012"	"2012"	"45-54 years"	"45-54"	134	1606007	8.3	0.7
	"Illinois"	"17"	"2012"	"2012"	"55-64 years"	"55-64"	125	1351711	9.2	0.8
	"Illinois"	"17"	"2012"	"2012"	"65-74 years"	"65-74"	65	782305	8.3	1.0
	"Illinois"	"17"	"2012"	"2012"	"75-84 years"	"75-84"	61	436310	14.0	1.8
	"Illinois"	"17"	"2012"	"2012"	"85+ years"	"85+"	29	205746	14.1	2.6
	"Illinois"	"17"	"2013"	"2013"	"1-4 years"	"1-4"	11	574548	Unreliable	0.6
	"Illinois"	"17"	"2013"	"2013"	"5-14 years"	"5-14"	24	1517655	1.6	0.3
	"Illinois"	"17"	"2013"	"2013"	"15-24 years"	"15-24"	167	1586671	10.5	0.8
	"Illinois"	"17"	"2013"	"2013"	"25-34 years"	"25-34"	155	1609403	9.6	0.8
	"Illinois"	"17"	"2013"	"2013"	"35-44 years"	"35-44"	131	1510645	8.7	0.8
	"Illinois"	"17"	"2013"	"2013"	"45-54 years"	"45-54"	134	1584089	8.5	0.7
	"Illinois"	"17"	"2013"	"2013"	"55-64 years"	"55-64"	98	1381605	7.1	0.7
	"Illinois"	"17"	"2013"	"2013"	"65-74 years"	"65-74"	77	820089	9.4	1.1
	"Illinois"	"17"	"2013"	"2013"	"75-84 years"	"75-84"	64	439088	14.6	1.8
	"Illinois"	"17"	"2013"	"2013"	"85+ years"	"85+"	34	210450	16.2	2.8
	"Illinois"	"17"	"2014"	"2014"	"5-14 years"	"5-14"	19	1499864	Unreliable	0.3
	"Illinois"	"17"	"2014"	"2014"	"15-24 years"	"15-24"	168	1575673	10.7	0.8
	"Illinois"	"17"	"2014"	"2014"	"25-34 years"	"25-34"	153	1606157	9.5	0.8
	"Illinois"	"17"	"2014"	"2014"	"35-44 years"	"35-44"	118	1506549	7.8	0.7
	"Illinois"	"17"	"2014"	"2014"	"45-54 years"	"45-54"	143	1566398	9.1	0.8
	"Illinois"	"17"	"2014"	"2014"	"55-64 years"	"55-64"	113	1409008	8.0	0.8
	"Illinois"	"17"	"2014"	"2014"	"65-74 years"	"65-74"	62	853944	7.3	0.9
	"Illinois"	"17"	"2014"	"2014"	"75-84 years"	"75-84"	59	442934	13.3	1.7
	"Illinois"	"17"	"2014"	"2014"	"85+ years"	"85+"	48	213473	22.5	3.2
	"Illinois"	"17"	"2015"	"2015"	"5-14 years"	"5-14"	17	1481076	Unreliable	0.3
	"Illinois"	"17"	"2015"	"2015"	"15-24 years"	"15-24"	149	1563133	9.5	0.8
	"Illinois"	"17"	"2015"	"2015"	"25-34 years"	"25-34"	142	1599509	8.9	0.7
	"Illinois"	"17"	"2015"	"2015"	"35-44 years"	"35-44"	109	1497668	7.3	0.7
	"Illinois"	"17"	"2015"	"2015"	"45-54 years"	"45-54"	142	1547196	9.2	0.8
	"Illinois"	"17"	"2015"	"2015"	"55-64 years"	"55-64"	129	1433146	9.0	0.8
	"Illinois"	"17"	"2015"	"2015"	"65-74 years"	"65-74"	88	886938	9.9	1.1
	"Illinois"	"17"	"2015"	"2015"	"75-84 years"	"75-84"	53	445302	11.9	1.6
	"Illinois"	"17"	"2015"	"2015"	"85+ years"	"85+"	47	216055	21.8	3.2
	"Illinois"	"17"	"2016"	"2016"	"5-14 years"	"5-14"	12	1464258	Unreliable	0.2
	"Illinois"	"17"	"2016"	"2016"	"15-24 years"	"15-24"	153	1543585	9.9	0.8
	"Illinois"	"17"	"2016"	"2016"	"25-34 years"	"25-34"	190	1598424	11.9	0.9
	"Illinois"	"17"	"2016"	"2016"	"35-44 years"	"35-44"	98	1476397	6.6	0.7
	"Illinois"	"17"	"2016"	"2016"	"45-54 years"	"45-54"	131	1519828	8.6	0.8
	"Illinois"	"17"	"2016"	"2016"	"55-64 years"	"55-64"	124	1443338	8.6	0.8
	"Illinois"	"17"	"2016"	"2016"	"65-74 years"	"65-74"	76	917865	8.3	0.9
	"Illinois"	"17"	"2016"	"2016"	"75-84 years"	"75-84"	89	450937	19.7	2.1
	"Illinois"	"17"	"2016"	"2016"	"85+ years"	"85+"	30	217008	13.8	2.5
	"Indiana"	"18"	"2009"	"2009"	"5-14 years"	"5-14"	17	690289	Unreliable	0.6
	"Indiana"	"18"	"2009"	"2009"	"15-24 years"	"15-24"	108	734091	14.7	1.4
	"Indiana"	"18"	"2009"	"2009"	"25-34 years"	"25-34"	80	657512	12.2	1.4
	"Indiana"	"18"	"2009"	"2009"	"35-44 years"	"35-44"	80	661774	12.1	1.4
	"Indiana"	"18"	"2009"	"2009"	"45-54 years"	"45-54"	89	725208	12.3	1.3
	"Indiana"	"18"	"2009"	"2009"	"55-64 years"	"55-64"	63	564486	11.2	1.4
	"Indiana"	"18"	"2009"	"2009"	"65-74 years"	"65-74"	30	324426	9.2	1.7
	"Indiana"	"18"	"2009"	"2009"	"75-84 years"	"75-84"	45	201870	22.3	3.3
	"Indiana"	"18"	"2009"	"2009"	"85+ years"	"85+"	14	83273	Unreliable	4.5
	"Indiana"	"18"	"2010"	"2010"	"5-14 years"	"5-14"	14	692101	Unreliable	0.5
	"Indiana"	"18"	"2010"	"2010"	"15-24 years"	"15-24"	117	734372	15.9	1.5
	"Indiana"	"18"	"2010"	"2010"	"25-34 years"	"25-34"	87	660272	13.2	1.4
	"Indiana"	"18"	"2010"	"2010"	"35-44 years"	"35-44"	80	654443	12.2	1.4
	"Indiana"	"18"	"2010"	"2010"	"45-54 years"	"45-54"	80	725615	11.0	1.2
	"Indiana"	"18"	"2010"	"2010"	"55-64 years"	"55-64"	59	582192	10.1	1.3
	"Indiana"	"18"	"2010"	"2010"	"65-74 years"	"65-74"	50	331333	15.1	2.1
	"Indiana"	"18"	"2010"	"2010"	"75-84 years"	"75-84"	34	201308	16.9	2.9
	"Indiana"	"18"	"2010"	"2010"	"85+ years"	"85+"	14	85014	Unreliable	4.4
	"Indiana"	"18"	"2011"	"2011"	"5-14 years"	"5-14"	15	691195	Unreliable	0.6
	"Indiana"	"18"	"2011"	"2011"	"15-24 years"	"15-24"	110	738514	14.9	1.4
	"Indiana"	"18"	"2011"	"2011"	"25-34 years"	"25-34"	80	667651	12.0	1.3
	"Indiana"	"18"	"2011"	"2011"	"35-44 years"	"35-44"	66	647884	10.2	1.3
	"Indiana"	"18"	"2011"	"2011"	"45-54 years"	"45-54"	103	717686	14.4	1.4
	"Indiana"	"18"	"2011"	"2011"	"55-64 years"	"55-64"	58	609138	9.5	1.3
	"Indiana"	"18"	"2011"	"2011"	"65-74 years"	"65-74"	45	341450	13.2	2.0
	"Indiana"	"18"	"2011"	"2011"	"75-84 years"	"75-84"	38	200991	18.9	3.1
	"Indiana"	"18"	"2011"	"2011"	"85+ years"	"85+"	19	88541	Unreliable	4.9
	"Indiana"	"18"	"2012"	"2012"	"1-4 years"	"1-4"	13	268217	Unreliable	1.3
	"Indiana"	"18"	"2012"	"2012"	"5-14 years"	"5-14"	12	693648	Unreliable	0.5
	"Indiana"	"18"	"2012"	"2012"	"15-24 years"	"15-24"	108	740005	14.6	1.4
	"Indiana"	"18"	"2012"	"2012"	"25-34 years"	"25-34"	96	670258	14.3	1.5
	"Indiana"	"18"	"2012"	"2012"	"35-44 years"	"35-44"	76	645686	11.8	1.4
	"Indiana"	"18"	"2012"	"2012"	"45-54 years"	"45-54"	69	707168	9.8	1.2
	"Indiana"	"18"	"2012"	"2012"	"55-64 years"	"55-64"	64	618140	10.4	1.3
	"Indiana"	"18"	"2012"	"2012"	"65-74 years"	"65-74"	48	363624	13.2	1.9
	"Indiana"	"18"	"2012"	"2012"	"75-84 years"	"75-84"	37	200898	18.4	3.0
	"Indiana"	"18"	"2012"	"2012"	"85+ years"	"85+"	18	90415	Unreliable	4.7
	"Indiana"	"18"	"2013"	"2013"	"5-14 years"	"5-14"	15	695235	Unreliable	0.6
	"Indiana"	"18"	"2013"	"2013"	"15-24 years"	"15-24"	123	742344	16.6	1.5
	"Indiana"	"18"	"2013"	"2013"	"25-34 years"	"25-34"	106	677218	15.7	1.5
	"Indiana"	"18"	"2013"	"2013"	"35-44 years"	"35-44"	83	648135	12.8	1.4
	"Indiana"	"18"	"2013"	"2013"	"45-54 years"	"45-54"	90	696547	12.9	1.4
	"Indiana"	"18"	"2013"	"2013"	"55-64 years"	"55-64"	77	631970	12.2	1.4
	"Indiana"	"18"	"2013"	"2013"	"65-74 years"	"65-74"	41	380849	10.8	1.7
	"Indiana"	"18"	"2013"	"2013"	"75-84 years"	"75-84"	32	201978	15.8	2.8
	"Indiana"	"18"	"2013"	"2013"	"85+ years"	"85+"	28	92814	30.2	5.7
	"Indiana"	"18"	"2014"	"2014"	"15-24 years"	"15-24"	107	746391	14.3	1.4
	"Indiana"	"18"	"2014"	"2014"	"25-34 years"	"25-34"	89	680689	13.1	1.4
	"Indiana"	"18"	"2014"	"2014"	"35-44 years"	"35-44"	66	648174	10.2	1.3
	"Indiana"	"18"	"2014"	"2014"	"45-54 years"	"45-54"	96	686906	14.0	1.4
	"Indiana"	"18"	"2014"	"2014"	"55-64 years"	"55-64"	72	642574	11.2	1.3
	"Indiana"	"18"	"2014"	"2014"	"65-74 years"	"65-74"	53	398573	13.3	1.8
	"Indiana"	"18"	"2014"	"2014"	"75-84 years"	"75-84"	39	204291	19.1	3.1
	"Indiana"	"18"	"2014"	"2014"	"85+ years"	"85+"	16	94283	Unreliable	4.2
	"Indiana"	"18"	"2015"	"2015"	"5-14 years"	"5-14"	22	690955	3.2	0.7
	"Indiana"	"18"	"2015"	"2015"	"15-24 years"	"15-24"	110	747326	14.7	1.4
	"Indiana"	"18"	"2015"	"2015"	"25-34 years"	"25-34"	101	684916	14.7	1.5
	"Indiana"	"18"	"2015"	"2015"	"35-44 years"	"35-44"	74	649027	11.4	1.3
	"Indiana"	"18"	"2015"	"2015"	"45-54 years"	"45-54"	94	679014	13.8	1.4
	"Indiana"	"18"	"2015"	"2015"	"55-64 years"	"55-64"	107	653703	16.4	1.6
	"Indiana"	"18"	"2015"	"2015"	"65-74 years"	"65-74"	48	415321	11.6	1.7
	"Indiana"	"18"	"2015"	"2015"	"75-84 years"	"75-84"	35	206447	17.0	2.9
	"Indiana"	"18"	"2015"	"2015"	"85+ years"	"85+"	26	95394	27.3	5.3
	"Indiana"	"18"	"2016"	"2016"	"15-24 years"	"15-24"	114	745287	15.3	1.4
	"Indiana"	"18"	"2016"	"2016"	"25-34 years"	"25-34"	106	692997	15.3	1.5
	"Indiana"	"18"	"2016"	"2016"	"35-44 years"	"35-44"	74	644244	11.5	1.3
	"Indiana"	"18"	"2016"	"2016"	"45-54 years"	"45-54"	75	669993	11.2	1.3
	"Indiana"	"18"	"2016"	"2016"	"55-64 years"	"55-64"	87	660853	13.2	1.4
	"Indiana"	"18"	"2016"	"2016"	"65-74 years"	"65-74"	66	431704	15.3	1.9
	"Indiana"	"18"	"2016"	"2016"	"75-84 years"	"75-84"	40	210315	19.0	3.0
	"Indiana"	"18"	"2016"	"2016"	"85+ years"	"85+"	28	96007	29.2	5.5
	"Iowa"	"19"	"2009"	"2009"	"15-24 years"	"15-24"	29	270317	10.7	2.0
	"Iowa"	"19"	"2009"	"2009"	"25-34 years"	"25-34"	36	238388	15.1	2.5
	"Iowa"	"19"	"2009"	"2009"	"35-44 years"	"35-44"	29	220689	13.1	2.4
	"Iowa"	"19"	"2009"	"2009"	"45-54 years"	"45-54"	27	243029	11.1	2.1
	"Iowa"	"19"	"2009"	"2009"	"55-64 years"	"55-64"	14	194502	Unreliable	1.9
	"Iowa"	"19"	"2009"	"2009"	"65-74 years"	"65-74"	13	111032	Unreliable	3.2
	"Iowa"	"19"	"2009"	"2009"	"75-84 years"	"75-84"	15	71952	Unreliable	5.4
	"Iowa"	"19"	"2010"	"2010"	"15-24 years"	"15-24"	32	269309	11.9	2.1
	"Iowa"	"19"	"2010"	"2010"	"25-34 years"	"25-34"	25	242379	10.3	2.1
	"Iowa"	"19"	"2010"	"2010"	"35-44 years"	"35-44"	26	219574	11.8	2.3
	"Iowa"	"19"	"2010"	"2010"	"45-54 years"	"45-54"	29	242652	12.0	2.2
	"Iowa"	"19"	"2010"	"2010"	"55-64 years"	"55-64"	24	200982	11.9	2.4
	"Iowa"	"19"	"2010"	"2010"	"65-74 years"	"65-74"	12	113096	Unreliable	3.1
	"Iowa"	"19"	"2010"	"2010"	"75-84 years"	"75-84"	12	71904	Unreliable	4.8
	"Iowa"	"19"	"2011"	"2011"	"15-24 years"	"15-24"	36	272796	13.2	2.2
	"Iowa"	"19"	"2011"	"2011"	"25-34 years"	"25-34"	26	246435	10.6	2.1
	"Iowa"	"19"	"2011"	"2011"	"35-44 years"	"35-44"	16	218318	Unreliable	1.8
	"Iowa"	"19"	"2011"	"2011"	"45-54 years"	"45-54"	30	240831	12.5	2.3
	"Iowa"	"19"	"2011"	"2011"	"65-74 years"	"65-74"	14	116231	Unreliable	3.2
	"Iowa"	"19"	"2011"	"2011"	"75-84 years"	"75-84"	22	72264	30.4	6.5
	"Iowa"	"19"	"2012"	"2012"	"15-24 years"	"15-24"	25	274256	9.1	1.8
	"Iowa"	"19"	"2012"	"2012"	"25-34 years"	"25-34"	23	249292	9.2	1.9
	"Iowa"	"19"	"2012"	"2012"	"35-44 years"	"35-44"	26	219111	11.9	2.3
	"Iowa"	"19"	"2012"	"2012"	"45-54 years"	"45-54"	20	238521	8.4	1.9
	"Iowa"	"19"	"2012"	"2012"	"55-64 years"	"55-64"	20	213716	9.4	2.1
	"Iowa"	"19"	"2012"	"2012"	"75-84 years"	"75-84"	11	72535	Unreliable	4.6
	"Iowa"	"19"	"2013"	"2013"	"15-24 years"	"15-24"	34	276746	12.3	2.1
	"Iowa"	"19"	"2013"	"2013"	"25-34 years"	"25-34"	22	250239	8.8	1.9
	"Iowa"	"19"	"2013"	"2013"	"35-44 years"	"35-44"	15	221841	Unreliable	1.7
	"Iowa"	"19"	"2013"	"2013"	"45-54 years"	"45-54"	24	236430	10.2	2.1
	"Iowa"	"19"	"2013"	"2013"	"55-64 years"	"55-64"	23	217997	10.6	2.2
	"Iowa"	"19"	"2013"	"2013"	"65-74 years"	"65-74"	15	130282	Unreliable	3.0
	"Iowa"	"19"	"2013"	"2013"	"75-84 years"	"75-84"	11	72934	Unreliable	4.5
	"Iowa"	"19"	"2014"	"2014"	"15-24 years"	"15-24"	23	279708	8.2	1.7
	"Iowa"	"19"	"2014"	"2014"	"25-34 years"	"25-34"	25	252444	9.9	2.0
	"Iowa"	"19"	"2014"	"2014"	"35-44 years"	"35-44"	10	224246	Unreliable	1.4
	"Iowa"	"19"	"2014"	"2014"	"45-54 years"	"45-54"	31	234902	13.2	2.4
	"Iowa"	"19"	"2014"	"2014"	"55-64 years"	"55-64"	22	221671	9.9	2.1
	"Iowa"	"19"	"2014"	"2014"	"65-74 years"	"65-74"	19	136684	Unreliable	3.2
	"Iowa"	"19"	"2014"	"2014"	"75-84 years"	"75-84"	15	74011	Unreliable	5.2
	"Iowa"	"19"	"2015"	"2015"	"5-14 years"	"5-14"	10	243630	Unreliable	1.3
	"Iowa"	"19"	"2015"	"2015"	"15-24 years"	"15-24"	33	283009	11.7	2.0
	"Iowa"	"19"	"2015"	"2015"	"25-34 years"	"25-34"	23	252521	9.1	1.9
	"Iowa"	"19"	"2015"	"2015"	"35-44 years"	"35-44"	17	227583	Unreliable	1.8
	"Iowa"	"19"	"2015"	"2015"	"45-54 years"	"45-54"	26	232932	11.2	2.2
	"Iowa"	"19"	"2015"	"2015"	"55-64 years"	"55-64"	25	225950	11.1	2.2
	"Iowa"	"19"	"2015"	"2015"	"65-74 years"	"65-74"	21	143512	14.6	3.2
	"Iowa"	"19"	"2015"	"2015"	"75-84 years"	"75-84"	10	75012	Unreliable	4.2
	"Iowa"	"19"	"2016"	"2016"	"5-14 years"	"5-14"	11	243903	Unreliable	1.4
	"Iowa"	"19"	"2016"	"2016"	"15-24 years"	"15-24"	41	285222	14.4	2.2
	"Iowa"	"19"	"2016"	"2016"	"25-34 years"	"25-34"	43	255152	16.9	2.6
	"Iowa"	"19"	"2016"	"2016"	"35-44 years"	"35-44"	24	229052	10.5	2.1
	"Iowa"	"19"	"2016"	"2016"	"45-54 years"	"45-54"	23	230351	10.0	2.1
	"Iowa"	"19"	"2016"	"2016"	"55-64 years"	"55-64"	23	228052	10.1	2.1
	"Iowa"	"19"	"2016"	"2016"	"65-74 years"	"65-74"	26	150154	17.3	3.4
	"Iowa"	"19"	"2016"	"2016"	"75-84 years"	"75-84"	16	76485	Unreliable	5.2
	"Kansas"	"20"	"2009"	"2009"	"15-24 years"	"15-24"	44	275687	16.0	2.4
	"Kansas"	"20"	"2009"	"2009"	"25-34 years"	"25-34"	47	261428	18.0	2.6
	"Kansas"	"20"	"2009"	"2009"	"35-44 years"	"35-44"	24	242392	9.9	2.0
	"Kansas"	"20"	"2009"	"2009"	"45-54 years"	"45-54"	27	271399	9.9	1.9
	"Kansas"	"20"	"2009"	"2009"	"55-64 years"	"55-64"	16	208486	Unreliable	1.9
	"Kansas"	"20"	"2009"	"2009"	"65-74 years"	"65-74"	20	112242	17.8	4.0
	"Kansas"	"20"	"2009"	"2009"	"75-84 years"	"75-84"	10	72747	Unreliable	4.3
	"Kansas"	"20"	"2010"	"2010"	"15-24 years"	"15-24"	70	274881	25.5	3.0
	"Kansas"	"20"	"2010"	"2010"	"25-34 years"	"25-34"	39	265405	14.7	2.4
	"Kansas"	"20"	"2010"	"2010"	"35-44 years"	"35-44"	23	240822	9.6	2.0
	"Kansas"	"20"	"2010"	"2010"	"45-54 years"	"45-54"	30	269875	11.1	2.0
	"Kansas"	"20"	"2010"	"2010"	"55-64 years"	"55-64"	33	215590	15.3	2.7
	"Kansas"	"20"	"2010"	"2010"	"65-74 years"	"65-74"	23	114847	20.0	4.2
	"Kansas"	"20"	"2010"	"2010"	"75-84 years"	"75-84"	24	72929	32.9	6.7
	"Kansas"	"20"	"2011"	"2011"	"15-24 years"	"15-24"	39	277374	14.1	2.3
	"Kansas"	"20"	"2011"	"2011"	"25-34 years"	"25-34"	39	269092	14.5	2.3
	"Kansas"	"20"	"2011"	"2011"	"35-44 years"	"35-44"	21	239341	8.8	1.9
	"Kansas"	"20"	"2011"	"2011"	"45-54 years"	"45-54"	29	266431	10.9	2.0
	"Kansas"	"20"	"2011"	"2011"	"55-64 years"	"55-64"	31	226224	13.7	2.5
	"Kansas"	"20"	"2011"	"2011"	"65-74 years"	"65-74"	12	119270	Unreliable	2.9
	"Kansas"	"20"	"2011"	"2011"	"75-84 years"	"75-84"	14	72999	Unreliable	5.1
	"Kansas"	"20"	"2011"	"2011"	"85+ years"	"85+"	12	34741	Unreliable	10.0
	"Kansas"	"20"	"2012"	"2012"	"15-24 years"	"15-24"	46	278835	16.5	2.4
	"Kansas"	"20"	"2012"	"2012"	"25-34 years"	"25-34"	32	271932	11.8	2.1
	"Kansas"	"20"	"2012"	"2012"	"35-44 years"	"35-44"	26	239739	10.8	2.1
	"Kansas"	"20"	"2012"	"2012"	"45-54 years"	"45-54"	28	261158	10.7	2.0
	"Kansas"	"20"	"2012"	"2012"	"55-64 years"	"55-64"	22	230156	9.6	2.0
	"Kansas"	"20"	"2012"	"2012"	"65-74 years"	"65-74"	18	128276	Unreliable	3.3
	"Kansas"	"20"	"2012"	"2012"	"75-84 years"	"75-84"	16	73015	Unreliable	5.5
	"Kansas"	"20"	"2012"	"2012"	"85+ years"	"85+"	12	35543	Unreliable	9.7
	"Kansas"	"20"	"2013"	"2013"	"15-24 years"	"15-24"	34	282322	12.0	2.1
	"Kansas"	"20"	"2013"	"2013"	"25-34 years"	"25-34"	35	271778	12.9	2.2
	"Kansas"	"20"	"2013"	"2013"	"35-44 years"	"35-44"	26	241218	10.8	2.1
	"Kansas"	"20"	"2013"	"2013"	"45-54 years"	"45-54"	29	254408	11.4	2.1
	"Kansas"	"20"	"2013"	"2013"	"55-64 years"	"55-64"	24	234463	10.2	2.1
	"Kansas"	"20"	"2013"	"2013"	"65-74 years"	"65-74"	19	135829	Unreliable	3.2
	"Kansas"	"20"	"2013"	"2013"	"75-84 years"	"75-84"	14	73743	Unreliable	5.1
	"Kansas"	"20"	"2013"	"2013"	"85+ years"	"85+"	13	36189	Unreliable	10.0
	"Kansas"	"20"	"2014"	"2014"	"15-24 years"	"15-24"	32	284591	11.2	2.0
	"Kansas"	"20"	"2014"	"2014"	"25-34 years"	"25-34"	46	272747	16.9	2.5
	"Kansas"	"20"	"2014"	"2014"	"35-44 years"	"35-44"	21	242748	8.7	1.9
	"Kansas"	"20"	"2014"	"2014"	"45-54 years"	"45-54"	28	250451	11.2	2.1
	"Kansas"	"20"	"2014"	"2014"	"55-64 years"	"55-64"	28	239093	11.7	2.2
	"Kansas"	"20"	"2014"	"2014"	"65-74 years"	"65-74"	18	143297	Unreliable	3.0
	"Kansas"	"20"	"2015"	"2015"	"15-24 years"	"15-24"	39	288659	13.5	2.2
	"Kansas"	"20"	"2015"	"2015"	"25-34 years"	"25-34"	37	272505	13.6	2.2
	"Kansas"	"20"	"2015"	"2015"	"35-44 years"	"35-44"	28	244755	11.4	2.2
	"Kansas"	"20"	"2015"	"2015"	"45-54 years"	"45-54"	34	247043	13.8	2.4
	"Kansas"	"20"	"2015"	"2015"	"55-64 years"	"55-64"	32	242913	13.2	2.3
	"Kansas"	"20"	"2015"	"2015"	"65-74 years"	"65-74"	23	151072	15.2	3.2
	"Kansas"	"20"	"2015"	"2015"	"75-84 years"	"75-84"	13	75389	Unreliable	4.8
	"Kansas"	"20"	"2016"	"2016"	"15-24 years"	"15-24"	45	285172	15.8	2.4
	"Kansas"	"20"	"2016"	"2016"	"25-34 years"	"25-34"	39	271819	14.3	2.3
	"Kansas"	"20"	"2016"	"2016"	"35-44 years"	"35-44"	31	246425	12.6	2.3
	"Kansas"	"20"	"2016"	"2016"	"45-54 years"	"45-54"	30	244222	12.3	2.2
	"Kansas"	"20"	"2016"	"2016"	"55-64 years"	"55-64"	39	247012	15.8	2.5
	"Kansas"	"20"	"2016"	"2016"	"65-74 years"	"65-74"	19	158596	Unreliable	2.7
	"Kansas"	"20"	"2016"	"2016"	"75-84 years"	"75-84"	22	76376	28.8	6.1
	"Kansas"	"20"	"2016"	"2016"	"85+ years"	"85+"	11	37894	Unreliable	8.8
	"Kentucky"	"21"	"2009"	"2009"	"15-24 years"	"15-24"	73	343986	21.2	2.5
	"Kentucky"	"21"	"2009"	"2009"	"25-34 years"	"25-34"	62	342164	18.1	2.3
	"Kentucky"	"21"	"2009"	"2009"	"35-44 years"	"35-44"	55	337106	16.3	2.2
	"Kentucky"	"21"	"2009"	"2009"	"45-54 years"	"45-54"	54	367924	14.7	2.0
	"Kentucky"	"21"	"2009"	"2009"	"55-64 years"	"55-64"	46	287224	16.0	2.4
	"Kentucky"	"21"	"2009"	"2009"	"65-74 years"	"65-74"	24	165605	14.5	3.0
	"Kentucky"	"21"	"2009"	"2009"	"75-84 years"	"75-84"	18	98925	Unreliable	4.3
	"Kentucky"	"21"	"2010"	"2010"	"5-14 years"	"5-14"	10	333344	Unreliable	0.9
	"Kentucky"	"21"	"2010"	"2010"	"15-24 years"	"15-24"	71	344936	20.6	2.4
	"Kentucky"	"21"	"2010"	"2010"	"25-34 years"	"25-34"	58	344966	16.8	2.2
	"Kentucky"	"21"	"2010"	"2010"	"35-44 years"	"35-44"	49	334148	14.7	2.1
	"Kentucky"	"21"	"2010"	"2010"	"45-54 years"	"45-54"	57	369076	15.4	2.0
	"Kentucky"	"21"	"2010"	"2010"	"55-64 years"	"55-64"	34	296829	11.5	2.0
	"Kentucky"	"21"	"2010"	"2010"	"65-74 years"	"65-74"	39	169081	23.1	3.7
	"Kentucky"	"21"	"2010"	"2010"	"75-84 years"	"75-84"	20	99384	20.1	4.5
	"Kentucky"	"21"	"2010"	"2010"	"85+ years"	"85+"	10	38821	Unreliable	8.1
	"Kentucky"	"21"	"2011"	"2011"	"15-24 years"	"15-24"	53	348027	15.2	2.1
	"Kentucky"	"21"	"2011"	"2011"	"25-34 years"	"25-34"	65	348226	18.7	2.3
